ID_static	ID	Author	Checked By	Language	Country/Region	Question	Answer	Evidence_url	Question Automatic Translation	Question Corrected Translation	Answer Automatic Translation	Answer Corrected Translation	Translation Corrected By	Notes	URL language (if different from target language)	Category	gemini-3.6-flash Response
64	64	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Cahit Sıtkı Tarancı'nın en tanınmış şiirlerinden olan, otuz beş mısradan oluşan şiirin adı nedir? 	Otuz Beş Yaş	https://tr.wikipedia.org/wiki/Otuz_Be%C5%9F_Ya%C5%9F_(%C5%9Fiir)	What is the name of the thirty-five-line poem, one of Cahit Sıtkı Tarancı's most famous poems?		Thirty-Five Years Old					Literature	Otuz Beş Yaş
65	65	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Halid Ziya Uşaklıgil'in ünlü Aşk-ı Memnu eserindeki Adnan Bey'in yeğeninin adı nedir?	Behlül	https://tr.wikipedia.org/wiki/A%C5%9Fk-%C4%B1_Memnu	What is the name of Adnan Bey's nephew in Halid Ziya Uşaklıgil's famous novel Aşk-ı Memnu?		Behlul	Behlül	Gül Sena Altıntaş			Literature	Behlül
66	66	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Türk edebiyatının ilk yerli romanı nedir?	Taaşşuk-ı Talat ve Fitnat 	https://tr.wikipedia.org/wiki/Tanzimat_edebiyat%C4%B1	What is the first indigenous novel of Turkish literature?	What is the first native novel of Turkish literature?	Taashuk-i Talat wa Fitnat	The Love of Talat and Fitnat	Melike Kızılay			Literature	Taaşşuk-ı Tal'at ve Fitnat
67	67	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Dîvânu Lugâti't-Türk kim tarafından yazılmıştır?	Kâşgarlı Mahmud	https://tr.wikipedia.org/wiki/D%C3%AEv%C3%A2nu_Lug%C3%A2ti%27t-T%C3%BCrk	Who wrote Dîvânu Lugâti't-Türk?		Mahmud al-Kashgari					Literature	Kaşgarlı Mahmud
68	68	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Türklerin Yaratılış Destanı'na göre doğurganlık tanrıçası, toprak ana kimdir?	Umay	https://tr.wikipedia.org/wiki/Yarat%C4%B1l%C4%B1%C5%9F_Destan%C4%B1_(Altay)	According to the Turkish Creation Epic, who is the goddess of fertility, Mother Earth?		Umay					Literature	Umay
69	69	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Eski Türkçe olarak kabul edilen Karahanlı Türkçesi ile yazılan, günümüz Türkçesi ile Mutluluk Veren Bilgi ya da Devlet Olma Bilgisi anlamı taşıyan eserin adı nedir?	Kutadgu Bilig	https://tr.wikipedia.org/wiki/Kutadgu_Bilig	"What is the name of the work written in Karakhanid Turkish, which is considered to be Old Turkish, and which in modern Turkish means ""Knowledge that Brings Happiness"" or ""Knowledge of Statehood""?"		Kutadgu Bilig					Literature	Kutadgu Bilig
70	70	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Sabahattin Ali'nin dokunaklı bir aşk hikayesini anlattığı, baş karakterlerinde Yahudi asıllı Alman bir kadın olan Maria Puder ve Havranlı Raif Efendi olan eserin adı nedir?	Kürk Mantolu Madonna	https://tr.wikipedia.org/wiki/K%C3%BCrk_Mantolu_Madonna	What is the name of the work by Sabahattin Ali that tells a touching love story, with the main characters being Maria Puder, a German woman of Jewish origin, and Raif Efendi from Havran?		Madonna in a Fur Coat					Literature	Kürk Mantolu Madonna
71	71	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türk şarkıcı Sezen Aksu, medyada hangi unvanla anılır?	Minik Serçe	https://tr.wikipedia.org/wiki/Sezen_Aksu	By what title is Turkish singer Sezen Aksu referred to in the media?		Little Sparrow		Tarık Tuna Taşaltı			Music	Minik Serçe
72	72	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	"Kusursuz Türkçesi ve sahne kostümleriyle hatırlanan, ""Sanat Güneşi"" lakaplı klasik türk müziği sanatçısı kimdir?"	Zeki Müren	https://tr.wikipedia.org/wiki/Zeki_M%C3%BCren	"Who is the classical Turkish music artist, nicknamed ""The Sun of Art,"" remembered for his flawless Turkish and stage costumes?"		Zeki Müren		Tarık Tuna Taşaltı			Music	Zeki Müren
73	73	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	Diva olarak bilinen Türk klasik ve arabesk şarkıcısı kimdir?	Bülent Ersoy	https://tr.wikipedia.org/wiki/B%C3%BClent_Ersoy	"Who is the Turkish classical and arabesque singer known as ""Diva""?"		Bülent Ersoy		Tarık Tuna Taşaltı			Music	Bülent Ersoy
74	74	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	" 2003 Eurovision Şarkı Yarışması'nda ""Everyway That I Can"" ile birinci olarak Türkiye'ye yarışma tarihindeki ilk birinciliği kazandıran şarkıcı kimdir?"	Sertab Erener	https://tr.wikipedia.org/wiki/Sertab_Erener	"Who was the singer who won the Eurovision Song Contest in 2003 with ""Everyway That I Can,"" bringing Türkiye its first ever victory in the competition's history?"		Sertab Erener		Tarık Tuna Taşaltı			Music	Sertab Erener
75	75	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	 Mustafa Kemal Atatürk'ün huzurunda, özel meclislerinde şarkı söyleyen ünlü kadın Türk sanat müziği sanatçısı kimdir?	Müzeyyen Senar	https://tr.wikipedia.org/wiki/M%C3%BCzeyyen_Senar	Who is the famous female Turkish classical music artist who sang in private gatherings in the presence of Mustafa Kemal Atatürk?		Müzeyyen Senar		Tarık Tuna Taşaltı			Music	Müzeyyen Senar
76	76	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	2009 yılında Hadise'nin Türkiye'yi temsil ederek Eurovision'da dördüncü olduğu şarkının adı nedir?	Düm Tek Tek	https://tr.wikipedia.org/wiki/Hadise	What is the name of the song that Hadise sang representing Türkiye at Eurovision in 2009, where she finished fourth?		Dum Tek Tek		Tarık Tuna Taşaltı			Music	Düm Tek Tek
77	77	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	"Barış Manço'nun ""Sözüm Meclisten Dışarı"" albümünde yayımlanan, büyük küçük herkesin beğenisini kazanan şarkı nedir?"	Arkadaşım Eşşek	https://tr.wikipedia.org/wiki/Bar%C4%B1%C5%9F_Man%C3%A7o	"What is the song from Barış Manço's album ""Sözüm Meclisten Dışarı"" that has won the hearts of everyone, young and old?"		My Friend Donkey	Arkadaşım Eşşek (My Friend Donkey)	Melike Kızılay			Music	Arkadaşım Eşek
78	78	Melike Kızılay	Tarık Tuna Taşaltı	tur_latn	Türkiye	Dünyada arabeskin babası olarak anılan Müslüm Gürses hangi ilde doğmuştur?	Şanlıurfa	https://en.wikipedia.org/wiki/M%C3%BCsl%C3%BCm_G%C3%BCrses	In which city was Müslüm Gürses, known worldwide as the father of arabesque music, born?		Sanliurfa	Şanlıurfa	Melike Kızılay			Music	Şanlıurfa
79	79	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	"Barış Manço'nun ""İnsanın doğasında da iki zıt kutup vardır. Bu kendisinde olmayanı arama içgüdüsüdür."" diye tanımladığı ünlü şarkısının adı nedir?"	Dönence	https://tr.wikipedia.org/wiki/D%C3%B6nence_(%C5%9Fark%C4%B1)	"What is the name of the famous song by Barış Manço, which he described as follows: ""There are two opposing poles in human nature. This is the instinct to seek what one does not possess""?"		Tropic	Dönence (Tropic)	Melike Kızılay			Music	Dönence
80	80	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	"Cem Karaca'nın en önemli eserlerinden birinde geçen ""İşçisin sen, işçi kal"" söylemi hangi şarkıya aittir? "	Tamirci Çırağı	https://tr.wikipedia.org/wiki/Cem_Karaca	"The line ""You are a worker, remain a worker,"" which appears in one of Cem Karaca's most important works, belongs to which song?"		Mechanic's Apprentice	Tamirci Çıraǧı (Mechanic's Apprentice)	Gül Sena Altıntaş			Music	Tamirci Çırağı
81	81	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Erkin Koray'ın Orhan Gencebay ile geliştirdiği çalgının adı nedir?	Elektro Bağlama	https://tr.wikipedia.org/wiki/Erkin_Koray	What is the name of the musical instrument that Erkin Koray developed with Orhan Gencebay?		Electric Bağlama	Electro baglama	Melike Kızılay			Music	Elektro bağlama
82	82	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	"Orhan Gencebay'ın, ""Türkiye'nin ağıtıdır"" diye bahsettiği şarkının adı nedir?"	Batsın Bu Dünya	https://tr.wikipedia.org/wiki/Orhan_Gencebay	"What is the name of the song that Orhan Gencebay described as ""Türkiye's lament""?"		Let this world perish.	Batsın Bu Dünya (Let This World Perish)	Gül Sena Altıntaş			Music	Batsın Bu Dünya
83	83	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Ünlü Türk şarkıcı Teoman'ın Aşk Kırıntıları şarkısı hangi albümünde yer almaktadır?	Renkli Rüyalar Oteli	https://tr.wikipedia.org/wiki/Renkli_R%C3%BCyalar_Oteli	"In which album is the song ""Aşk Kırıntıları"" by the famous Turkish singer Teoman located?"		Colorful Dreams Hotel	Renkli Rüyalar Oteli (Hotel of Colorful Dreams)	Gül Sena Altıntaş			Music	Renkli Rüyalar Oteli
84	84	Melike Kızılay	Gül Sena Altıntaş	tur_latn	Türkiye	Ünlü Türk şarkıcı Şebnem Ferah'ın kurucusu olduğu, 1988-1994 yılları arasında faaliyet gösteren grubun adı nedir?	Volvox	https://tr.wikipedia.org/wiki/%C5%9Eebnem_Ferah	What was the name of the group founded by the famous Turkish singer Şebnem Ferah, which was active between 1988 and 1994?		Volvox					Music	Volvox
85	85	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türkiye'nin meşhur Maraş dondurmasını diğer dondurma türlerinden ayıran, dondurmaya elastik ve sakızımsı kıvam kazandıran temel malzeme nedir?	Salep	https://tr.wikipedia.org/wiki/Mara%C5%9F_d%C3%B6vme_dondurmas%C4%B1	#REF!		Salep		Tarık Tuna Taşaltı			Cuisine	Salep
86	86	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Hızır ile İlyas'ın buluştuğuna inanılan, baharın gelişini simgeleyen her yıl 5-6 Mayıs gecesi Anadolu ve Balkanlar'da kutlanan bayramın adı nedir?	Hıdırellez	https://tr.wikipedia.org/wiki/H%C4%B1d%C4%B1rellez	What is the name of the festival celebrated annually on the night of May 5-6 in Anatolia and the Balkans, which is believed to mark the meeting of Khidr and Ilyas and symbolizes the arrival of spring?		Hıdırellez		Melike Kızılay			Traditions & Folk Culture	Hıdırellez
87	87	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Ramazan ayında sahur vaktinde mahalle aralarında dolaşılarak insanları uyandırmak için çalınan vurmalı çalgının adı nedir?	Davul	https://tr.wikipedia.org/wiki/Ramazan_davulcusu	What is the name of the percussion instrument played in neighborhoods to wake people up for suhoor (pre-dawn meal) during Ramadan?		Drum		Tarık Tuna Taşaltı			Traditions & Folk Culture	Davul
88	88	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Bisküvi, çikolata, gofret gibi hazır gıda ürünleri üreten logosu Hitit Güneş'inden esinlenmiş firmanın adı nedir?	Eti	https://tr.wikipedia.org/wiki/Eti_(%C5%9Firket)	What is the name of the company that produces ready-to-eat food products such as biscuits, chocolate, and wafers, and whose logo is inspired by the Hittite Sun?		Meat	Eti	Gül Sena Altıntaş			Cuisine	Eti
89	89	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Süleymaniye ve Selimiye camilerinin süslemesinde kullanılan, parlak mavi rengiyle bilinen ünlü Osmanlı çinisi, adını Bursa'ya bağlı hangi ilçeden almıştır?	İznik	https://tr.wikipedia.org/wiki/%C4%B0znik_%C3%A7inisi	The famous Ottoman tile, known for its bright blue color and used in the decoration of the Süleymaniye and Selimiye mosques, takes its name from which district of Bursa?		Iznik	Iznik	Gül Sena Altıntaş			Places & Landmarks	İznik
90	90	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	İstanbul'un gözü lakabıyla bilinen Ermeni asıllı Türk foto muhabirinin tam adı nedir?	Ara Güler	https://tr.wikipedia.org/wiki/Ara_G%C3%BCler	"What is the full name of the Turkish photojournalist of Armenian origin known as ""The Eye of Istanbul""?"		Ara Güler		Tarık Tuna Taşaltı			Media, TV, film, Entertainment	Ara Güler
91	91	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Taşlarla seri ve grup oluşturularak oynanan, Türkiye'de kahvehane ve aile toplantılarında popüler masa oyununun adı nedir?	Okey	https://tr.wikipedia.org/wiki/Okey	What is the name of the popular board game played with stones in series or groups, often found in coffee houses and family gatherings in Türkiye?		Okey		Tarık Tuna Taşaltı			Traditions & Folk Culture	Okey
92	92	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	İstanbul Caǧaloǧlu'nda bulunan eski Düyûn-ı Umûmiye binasında Türk ve Alman ekolünü sentezleyerek eǧitim veren lisenin adı nedir?	İstanbul Erkek Lisesi	https://tr.wikipedia.org/wiki/%C4%B0stanbul_Erkek_Lisesi	What is the name of the high school located in the former Public Debt Administration building in Cağaloğlu, Istanbul, that provides education synthesizing Turkish and German educational approaches?		Istanbul Boys' High School		Tarık Tuna Taşaltı			Places & Landmarks	İstanbul Erkek Lisesi
93	93	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türklerin Orta Asya'dan Anadolu'ya taşıdığı, at üzerinde mızrak atılarak oynanan geleneksel savaş sporunun adı nedir?	Cirit	https://tr.wikipedia.org/wiki/Cirit	What is the name of the traditional martial art, played on horseback and involving throwing spears, that the Turks brought to Anatolia from Central Asia?		Javelin	Jereed	Tarık Tuna Taşaltı			Traditions & Folk Culture	Cirit
94	94	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	"Gelin adayının evlilik öncesi ailesine vedasını simgeleyen, ""Yüksek Yüksek Tepelere"" türküsü ile özdeşleşmiş geleneksel Türk düğün töreninin adı nedir?"	Kına gecesi	https://tr.wikipedia.org/wiki/Y%C3%BCksek_Y%C3%BCksek_Tepelere	"What is the name of the traditional Turkish wedding ceremony, associated with the folk song ""Yüksek Yüksek Tepelere"" (High, High Hills), which symbolizes the bride-to-be's farewell to her family before the wedding?"		Henna night		Tarık Tuna Taşaltı			Traditions & Folk Culture	Kına gecesi
95	95	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Batı Anadolu'da oynanan, mertliği, cesareti ve özgürlüğü simgeleyen geleneksel Türk halk dansının adı nedir?	Zeybek	https://tr.wikipedia.org/wiki/Zeybek_(oyun)	What is the name of the traditional Turkish folk dance performed in Western Anatolia, symbolizing bravery, courage, and freedom?		Zeybek		Tarık Tuna Taşaltı			Traditions & Folk Culture	Zeybek
96	96	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türk geleneksel gölge oyununda, eğitimsiz ama nüktedan ve zeki kişiliğiyle tanınan baş karakterin adı nedir?	Karagöz	https://tr.wikipedia.org/wiki/Orta_oyunu	In traditional Turkish shadow puppetry, what is the name of the main character, who is known for being uneducated but witty and intelligent?		Karagöz		Tarık Tuna Taşaltı			Traditions & Folk Culture	Karagöz
97	97	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Homeros'un İlyada destanına konu olan, Çanakkale'de bulunan ve UNESCO Dünya Mirası Listesi'nde bulunan antik kentin adı nedir?	Truva	https://tr.wikipedia.org/wiki/Troya	What is the name of the ancient city in Çanakkale, featured in Homer's Iliad and included in the UNESCO World Heritage List?		Trojan		Melike Kızılay			Places & Landmarks	Truva
98	98	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Evliya Çelebi'nin Seyahatname'sinde, Galata Kulesi'nden Üsküdar'a uçtuğu rivayet edilen Osmanlı bilgininin adı nedir?	Hezârfen Ahmed Çelebi	https://tr.wikipedia.org/wiki/Hez%C3%A2rfen_Ahmed_%C3%87elebi	In Evliya Çelebi's Seyahatname (Book of Travels), what is the name of the Ottoman scholar who is said to have flown from the Galata Tower to Üsküdar?		Hezarfen Ahmed Çelebi		Tarık Tuna Taşaltı			History	Hezarfen Ahmed Çelebi
99	99	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Seyahatnâme eseriyle bilinen 17. yüzyılda yaşamış Türk gezgini ve seyyahının adı nedir?	Evliya Çelebi	https://tr.wikipedia.org/wiki/Evliya_%C3%87elebi	What is the name of the 17th-century Turkish traveler and explorer known for his travelogue, Seyahatname?		Evliya Çelebi		Melike Kızılay			Literature	Evliya Çelebi
100	100	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	1950li yıllarda birçok Türk edebiyatçının buluşma noktası olan Kadıköy, Beyoǧlu ve Bebek gibi semtlerde şubesi bulunan kup griye tatlısı ile özdeşleşmiş pastanenin adı nedir?	Baylan	https://tr.wikipedia.org/wiki/Baylan_Pastanesi	"What is the name of the pastry shop, which had branches in neighborhoods like Kadıköy, Beyoğlu, and Bebek – areas that were meeting points for many Turkish literary figures in the 1950s – and is synonymous with its ""kup griye"" dessert?"		Baylan		Tarık Tuna Taşaltı			Places & Landmarks	Baylan Pastanesi
101	101	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türk halk masallarında adını saçsızlığından alan, saf görünümüne rağmen kurnaz ve becerikli halk kahramanının adı nedir?	Keloğlan	https://tr.wikipedia.org/wiki/Kelo%C4%9Flan	In Turkish folk tales, what is the name of the folk hero who gets his name from his baldness and, despite his innocent appearance, is cunning and resourceful?		Keloğlan	Kaloghlan	Tarık Tuna Taşaltı			Literature	Keloğlan
102	102	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	"Bodrum'da geçirdiǧi sürgün yıllarını anlattığı ""Mavi Sürgün"" adlı eseriyle tanınan, asıl adı Cevat Şakir Kabaağaçlı olan yazarın takma adı nedir?"	Halikarnas Balıkçısı	https://tr.wikipedia.org/wiki/Halikarnas_Bal%C4%B1k%C3%A7%C4%B1s%C4%B1	"What was the pseudonym of the author, whose real name was Cevat Şakir Kabaağaçlı, known for his work ""Blue Exile,"" which recounts his years of exile in Bodrum?"		Fisherman of Halicarnassus	The Fisherman of Halicarnassus	Tarık Tuna Taşaltı			Literature	Halikarnas Balıkçısı
103	103	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	"Halk arasında ""Serçe"" ya da ""Hacı Murat"" lakabıyla bilinen Türkiye'nin yabancı lisansla üretilen Tofaş markalı ilk otomobilinin adı nedir?"	Murat 124	https://tr.wikipedia.org/wiki/Tofa%C5%9F_Murat_124/Ser%C3%A7e	"What is the name of the first Tofaş-branded car produced in Türkiye under a foreign license, popularly known as ""Serçe"" or ""Hacı Murat""?"		Murat 124		Melike Kızılay			History	Murat 124
104	104	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Dönemin Türkiye Cumhurbaşkanı Ahmet Necdet Sezer ile Başbakan Bülent Ecevit arasında geçen anayasa fırlatma olayı hangi yıl gerçekleşmiştir?	2001	https://tr.wikipedia.org/wiki/Anayasa_kitap%C3%A7%C4%B1%C4%9F%C4%B1_krizi	In what year did the incident involving the throwing of the constitution between then-President of Türkiye Ahmet Necdet Sezer and Prime Minister Bülent Ecevit take place?		2001		Tarık Tuna Taşaltı			Politics	2001
105	105	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Muhteşem Yüzyıl dizisinde Pargalı İbrahim Paşa karakterini oynayan oyuncunun adı nedir?	Okan Yalabık	https://tr.wikipedia.org/wiki/Okan_Yalab%C4%B1k	What is the name of the actor who played the character of Pargalı Ibrahim Pasha in the Magnificent Century series?		Okan Yalabık		Melike Kızılay			Media, TV, film, Entertainment	Okan Yalabık
106	106	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Elin Oǧlu ve Master Chef Türkiye programlarıyla ün kazanan İtalyan şefin tam adı nedir?	Danilo Zanna	https://tr.wikipedia.org/wiki/Danilo_Zanna	What is the full name of the Italian chef who gained fame through the TV programs Elin Oğlu and Master Chef Türkiye?		Danilo Zanna		Melike Kızılay			Media, TV, film, Entertainment	Danilo Zanna
107	107	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	2004-2007 yıllarında Kanal D'de yayınlanan ve Gaziantepli bir kızla Yunanlı bir gencin aşkını konu alan dizinin adı nedir?	Yabancı Damat	https://tr.wikipedia.org/wiki/Yabanc%C4%B1_Damat	What is the name of the TV series that aired on Kanal D between 2004 and 2007, which tells the story of a love between a girl from Gaziantep and a Greek young man?		Foreign Groom		Melike Kızılay			Media, TV, film, Entertainment	Yabancı Damat
108	108	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	İstanbul'un Beşiktaş semtinde bulunan Vizontele, Bir Demet Tiyatro, Çok Güzel Hareketler Bunlar gibi yapımların çekimlerinin yapıldıǧı kültür merkezinin kısaltması nedir?	BKM	https://tr.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_K%C3%BClt%C3%BCr_Merkezi	What is the abbreviation for the cultural center located in the Beşiktaş district of Istanbul, where productions such as Vizontele, Bir Demet Tiyatro, and Çok Güzel Hareketler Bunlar were filmed?		BKM		Melike Kızılay			Media, TV, film, Entertainment	BKM
109	109	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Rıza Baba, Hüsnü Çoban, Mesut Komiser gibi karakterlerin yer aldıǧı 2006'da başlayan polisiye dizinin adı nedir?	Arka Sokaklar	https://tr.wikipedia.org/wiki/Arka_Sokaklar_(dizi)	What is the name of the crime series that started in 2006 and features characters like Rıza Baba, Hüsnü Çoban, and Commissioner Mesut?		Back Streets		Melike Kızılay			Media, TV, film, Entertainment	Arka Sokaklar
110	110	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Leman dergisinden ayrılan bir grup çizer tarafından kurulan 2002-2017 arasında yayınlanan baǧımsız mizah dergisinin adı nedir?	Penguen	https://tr.wikipedia.org/wiki/Penguen_(dergi)	What is the name of the independent humor magazine founded by a group of cartoonists who left Leman magazine, and published between 2002 and 2017?		Penguin	Penguen	Melike Kızılay			Media, TV, film, Entertainment	Penguen
111	111	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Giray Altınok Prens dizisinde hangi hayali krallıǧın presini canlandirmaktadır?	Bongomya	https://tr.wikipedia.org/wiki/Prens_(dizi)	"In the TV series ""Prince,"" which fictional kingdom's prince does Giray Altınok portray?"		Bongomia		Tarık Tuna Taşaltı			Media, TV, film, Entertainment	Bongomia
112	112	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Avrupa Yakası dizisinde Gazanfer Özcan tarafından canlandırılan Aslı ile Volkan'ın babasının tam adı nedir? 	Tahsin Sütçüoǧlu	https://tr.wikipedia.org/wiki/Avrupa_Yakas%C4%B1_(dizi)	What is the full name of Aslı and Volkan's father, played by Gazanfer Özcan in the TV series Avrupa Yakası?		Tahsin Sütçüoğlu		Tarık Tuna Taşaltı			Media, TV, film, Entertainment	Tahsin Sütçüoğlu
113	113	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Aslıhan Gürbüz ve Hakan Yılmaz'ın başrollerinde oynadıǧı Azeri asıllı bir kadının Türkiye'de çalışma izni almak için yaptıǧı sahte evliliǧi konu alan Türk dizisinin adı nedir?	Yahşi Cazibe	https://tr.wikipedia.org/wiki/Yah%C5%9Fi_Cazibe	What is the name of the Turkish TV series starring Aslıhan Gürbüz and Hakan Yılmaz, which tells the story of a woman of Azerbaijani origin who enters into a fake marriage to obtain a work permit in Türkiye?		Yahşi Cazibe		Tarık Tuna Taşaltı			Media, TV, film, Entertainment	Yahşi Cazibe
114	114	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Mehmet Ali Birand'ın sunduğu, 1985'te TRT'de yayınlanmaya başlayan Türk haber belgesel programının adı nedir?	32. Gün	https://tr.wikipedia.org/wiki/32._G%C3%BCn	What is the name of the Turkish news documentary program presented by Mehmet Ali Birand, which began airing on TRT in 1985?		Day 32	32nd Day	Tarık Tuna Taşaltı			Media, TV, film, Entertainment	32. Gün
115	115	Gül Sena Altıntaş	Tarık Tuna Taşaltı	tur_latn	Türkiye	Türk magazin tarihini nostaljik ve ironik bir üslupla ele alan maskeli videoları ile bilinen YouTube kanalının adı nedir?	Şokopop	https://www.youtube.com/@%C5%9EOKOPOP	What is the name of the YouTube channel known for its masked videos that take a nostalgic and ironic approach to Turkish celebrity history?		Shokopop	Şokopop	Tarık Tuna Taşaltı			Media, TV, film, Entertainment	Şokopop
116	116	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	İstiklal Caddesi'nde yer alan meyhanelerle özdeşleşmiş yapının adı nedir?	Çiçek Pasajı	https://tr.wikipedia.org/wiki/%C3%87i%C3%A7ek_Pasaj%C4%B1	What is the name of the building that is synonymous with the taverns located on Istiklal Street?		Flower Passage		Melike Kızılay			Places & Landmarks	Çiçek Pasajı
117	117	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Türk şair Mehmet Âkif Ersoy'un ölümüne kadar yaşadığı, St. Antuan Kilisesi'ne komşu olan İstiklal Caddesi'ndeki tarihi apartmanın adı nedir?	Mısır Apartmanı	https://tr.wikipedia.org/wiki/M%C4%B1s%C4%B1r_Apartman%C4%B1	What is the name of the historic apartment building on Istiklal Street, next to St. Antuan Church, where the Turkish poet Mehmet Âkif Ersoy lived until his death?		Egyptian Apartment	Mısır Apartment	Melike Kızılay			Places & Landmarks	Mısır Apartmanı
118	118	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Çanakkale'nin Ayvacık ilçesinde yer alan Midilli Adasının karşısında kurulmuş Aristo'nun da bir zamanlar yaşadıǧı antik kentin adı nedir?	Assos	https://tr.wikipedia.org/wiki/Assos	What is the name of the ancient city, located opposite the island of Lesbos in the Ayvacık district of Çanakkale, where Aristotle once lived?		Asos		Melike Kızılay			Places & Landmarks	Assos
119	119	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Balıkesir'in Ayvalık ilçesine baǧlı doǧal güzellikleri, yemekleri ve otantik mimarisiyle bilinen Cunda'nın diǧer adı nedir?	Alibey	https://tr.wikipedia.org/wiki/Cunda	What is the other name for Cunda, a place in Ayvalık district of Balıkesir known for its natural beauty, cuisine, and authentic architecture?		Alibey		Melike Kızılay			Places & Landmarks	Alibey Adası
120	120	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Balıkesir başta olmak üzere Marmara ve Ege bölgelerinde peynir mayası, irmik ve sütle yapılan tatlının adı nedir?	Höşmerim	https://tr.wikipedia.org/wiki/H%C3%B6%C5%9Fmerim	What is the name of the dessert made with cheese rennet, semolina, and milk, especially in Balıkesir and the Marmara and Aegean regions?		Höşmerim		Melike Kızılay			Cuisine	Höşmerim
121	121	Gül Sena Altıntaş	Melike Kızılay	tur_latn	Türkiye	Et suyuyla ıslatılmış bayat ekmek, pide veya yufka üzerine et ve yoğurt eklenerek yapılan geleneksel Türk yemeǧinin adı nedir?	Tirit	https://tr.wikipedia.org/wiki/Tirit	What is the name of the traditional Turkish dish made by adding meat and yogurt to stale bread, pita bread, or flatbread soaked in meat broth?		Sop	Tirit	Melike Kızılay			Cuisine	Tirit
